time,flux,cumulative_flux,normalised_flux,yCO2_bl,pressure
325191.30000019073,0.004412975936018764,1170.1207171207004,0.9798704333753668,0.0005857443999999999,198.923
325201.30000019073,0.004417420973482631,1170.1648913304352,0.9808574228466983,0.0005863343999999999,198.923
325211.30000019073,0.004419643492214565,1170.2090877653575,0.981350917582364,0.0005866293999999999,199.145
325221.30000019073,0.004406315913784763,1170.2531509244952,0.9783916220318798,0.0005848603999999999,198.923
325231.30000019073,0.004417420973482631,1170.29732513423,0.9808574228466983,0.0005863343999999999,199.145
325241.30000019073,0.004412975936018764,1170.3414548935903,0.9798704333753668,0.0005857443999999999,199.145
325251.30000019073,0.004417420973482631,1170.385629103325,0.9808574228466983,0.0005863343999999999,199.145
325261.30000019073,0.004417420973482631,1170.42980331306,0.9808574228466983,0.0005863343999999999,198.923
325271.30000019073,0.004412975936018764,1170.47393307242,0.9798704333753668,0.0005857443999999999,198.701
325281.30000019073,0.004417420973482631,1170.518107282155,0.9808574228466983,0.0005863343999999999,198.701
325291.30000019073,0.004419643492214565,1170.5623037170772,0.981350917582364,0.0005866293999999999,199.145
325301.30000019073,0.004424088529678434,1170.606544602374,0.9823379070536958,0.0005872194,199.145
325311.30000019073,0.004410753417286829,1170.6506521365468,0.9793769386397009,0.0005854494,199.145
325321.30000019073,0.0044218660109465,1170.6948707966562,0.9818444123180299,0.0005869243999999999,199.366
325331.30000019073,0.004408530898554894,1170.7389561056418,0.9788834439040347,0.0005851543999999999,199.366
325341.30000019073,0.004408530898554894,1170.7830414146274,0.9788834439040347,0.0005851543999999999,198.923
325351.30100011826,0.0044151984547506976,1170.8271978140533,0.9803639281110326,0.0005860393999999999,198.923
